00015568	7	00004475	01316879;01317154;01317272;01317401;01317704;01317821;01318072;01318296;01318779;01318913;01319440;01320032;01320407;01320969;01321151;01321385;01321492;01321678;01321958;01323363;01323721;01323947;01324070;01326240;01326422;01326783;01326946;01327251;01327440;01327557;01327701;01386805;01461483;01468898;01908302;01911599;02078264;02155392;02155533;02155643;02159858;02159937;02313712;02387510;02454206;09912954;10319970
00017402	7	00004475	01386537;11550459;11550963;11551166;11551311;11551441;11551541;11551644;11556538;11556681;11556820;11557018;11557124;11572584;11573257;11573427;11573691;11573870;11573973;11574085;11706972;11707249;11707381;11707540;13103783;13104066;13104346;13120915;13143744;13144440;13145413;13199954
00019226	7	00004475	
00019308	5	00003553	02315396;05223633;05225115;09231384;09245313;09247818;09259672;09262646;09275492;09275876;09280855;09300592;09372694;09392066;09426086;09438954;09444303;09477542;09489410;13107668
00019793	5	00021007;13831419	05271349;05440312;14604732;14604877;14607408;14610438;14643403;14647071;14747240;14763071;14864925;14923303;14923681;14964038;15118302;15134663
00020270	4	00021007	00021445;00021914;14607050;14608440;14608570;14608682;14608838;14615155;14641117;14715983;14734185;14748597;14762931;14802595;14817982;14858884;14897207;14899228;14914810;14932834;14943423;14949336;14958169;15028364;15054213;15056943;15057228;15061906;15134874;15135363;15136653
00021007	3	00001930	00019793;00020270;09451871;14606205;14606400;14606715;14607753;14963583;14980800;15005742;15029068;15071467;15072416;15134312;15135523
00021445	5	00020270	01467485;07571971;07572202;07576217;07581905;07586285;07587918;07816067;07876605;07897775;07951744;07954553;14606896;14607580;14923479
00021914	5	00020270	07951744
00022119	5	00003553	00023083;00586443;02704252;02709895;02726951;02855782;02932225;03080712;03093804;03127399;03133774;03173030;03174056;03284975;03307066;03312926;03314753;03319968;03359459;03369186;03578433;03580409;03655499;03661164;03676175;03727288;03809451;03854249;03878742;03971038;04066033;04090580;04195686;04281649;04298649;04299871;04346369;04348764;04369112;04431353;04471218;04571984;04578374;14810638;15002063
00023083	6	00022119	02748096;02897286;03628657;03838339;04558126
00023280	3	00002137	00023451;00023953;00029677
00023451	4	00023280	05619057;05619605;05619850;05620141;05624029;05652767;05658913;05659087;05675040;05694286;05703519;05709328;05709685;05717967;05734290;05817200;05824413;06166450;06202938
00023953	4	00023280	09201624;09201718;09203156;09203328;09206590;09207731
00024444	3	00002137	00024900;00028005;00028468;00028950;04623223;04623416;04624273;04624646;04624798;04624919;04638046;04638655;04699340;04730562;04730712;04731092;04923519;04928188;05141618
00024900	4	00024444	00026390;05648278;13943045;13943202;13943355;13943462;13943868;13947102;13947229;13949484;13950416;13951421;13951701;13951976;13955078;13955246;13962386;13962767;13962925;13968154;13968971;13977471;13983104;13985834;13991539;13991755;13991994;13996244;14003773;14004330;14006632;14015308;14023888;14024833;14027802;14029664;14030306;14030430;14033619;14039202;14054302;14054590;14057399;14293518;14338498;14437698;14441799;14448184;14449378;14481629;14482041;14482391;14482633;14482870;14484149;14486250;14502904;14503072;14513694;14586552;14587637;14587746;14592343;14592918;14593089;14593264;14593425;14593672;14593911;14602337;14604021;14604142
00026390	5	00024900	07495066;07495208;07495496;07495661;07495806;07495930;07496036;07497091;07497661;07498445;07498762;07499405;07502835;07505853;07509503;07510112;07512613;07516784;07519582;07519950;07520777;07521808;07523725;07524370;07524811;07525066;07526162;07527145;07527386;07527704;07528747;07530207;07541421;07541996;07547828;07556441;07557311;07560035;07566518;07568767;07570579
00027365	4	00002684	08506507;08506637;08506775;08506900;08507049;08507209;08507412;08517454;08526132;08578618;08578767;08578888;08578999;08579120;08579251;08579372;08579483;08579604;08610818;08637636;08647614;08648560;08701121;08813732;09409735;13933399
00028005	4	00024444	13882990;13883265;13884885;13885247;13885383;13886392;13887384;13888104;13889897;13890113;13893444;13896556;13901590;13902291;13923115;13923453
00028468	4	00024444	15140868;15141117;15141309;15141495;15141831;15144478;15145765;15146567;15146953;15148671;15155157;15158440;15268787
00028950	4	00024444	00029306;00029413;08018127;08517454
00029306	5	00028950	
00029413	5	00028950	06256491
00029677	4	00023280	00030657;01082290;07298069;07298178;07298313;07303344;07303524;07327429;07337369;07493671;07494768
00029976	3	00001930	00034512;13467145;13477079;13479774;13481502;13486023;13492409;13495698;13498665;13515201;13518338;13519131;13524429;13525111;13525376;13540166;13546752;13547313;13557997;13562370;13572820;13575546;13576649;13593527
00030657	5	00029677	00038116;00042637;00043049;00043279;00043495;00043933;00044347;00044888;00045193;00045411;00045638;00045855;00045991;00046648;00046918;00047263;00067036;00071183;00071461;00084080;00204191;00206740;00393143;00408356;00810735;00831918;00875745;00914791;01055541;01055844;01064507;01075919;01077970;01082290;01085001;01198074;01254711;01268984;06262268;07175534
00031563	3	00002137	02475618;07955013;07955399;07956688;07957410;07957969;07958392;07967506;07968050;07976007;07976273;07983996;07984596;08006819;08012591;08017525;08169654;08177175;08195659;08197108;08323595;08347441;08452398;08475515;09315657;14608290;14648921;14928812
00032220	3	00002137	00032912;00033122;05081943;13261412;13802818;13802931;13803376;13804981;13805250;13805793;13812924;13813601;13816438;13819354;13831419;13833622;13834819;13837364;13849418;13859040;13863412;13866409;13866887;13876005;13876846;13881240
00032912	4	00032220	13265007;13273752;13273872;13350511;13350663;13391621;13417227
00033122	4	00032220	13802661;13859638;13862918;13863157
00033319	3	00002137	01104341;06263820;06293036;06293304;06360590;06611268;06612774;06804229;06806088;06810027;06886302;06900776;07080699;07096217;07123727;07125323;07270459;07292402;13424504
00033914	3	00002137	05098974;05864101;13434666;13597072;13597304;13597558;13598185;13598374;13601032;13601136;13620790;13753670;13801244;13801456;13802392;15179734;15205381;15281726;15294470
00034512	4	00029976	11428673;11428847;11429028;11430739;11438252;11438574;11549746
00034778	7	00038116	
00034873	7	00038116	
00035041	7	00038116	01229168;01229326;01229430;01229679;01230294;01232282
00035244	7	00408356	
00035498	11	00691754	
00035660	10	00210792	
00035910	7	00038116	00037020;00037301;00037483;00037727;00037811;00037921;00047847;00048486;00048682;00048792;00048966;00061834;00063626;00096322;00128106;00624292;01266075;01266204;01266417
00036418	9	00428985	00517437;00517615;00517776;00517956
00036612	7	00038116	
00036782	7	00038116	
00037020	8	00035910	
00037301	8	00035910	
00037483	8	00035910	00043854;00044640;00046387;00047085;00047759
00037727	8	00035910	
00037811	8	00035910	
00037921	8	00035910	
00038116	6	00030657	00034778;00034873;00035041;00035910;00036612;00036782;00038913;00039000;00039759;00040654;00041926;00042206;00049115;00098324;00162063;00191991;00193462;00202772;00203133;00280378;00324749;00715729;00746160;00966680;01161948;01220349;01230397;01230591;01266543;01266736;01267968;01268414;01269628;01270301
00038913	7	00038116	
00039000	7	00038116	00039311;00039601;00416689
00039311	8	00039000	
00039601	8	00039000	
00039759	7	00038116	00039949;00040035;00040890
00039949	8	00039759	
00040035	8	00039759	00040283;00040478;00040728
00040283	9	00040035	
00040478	9	00040035	
00040654	7	00038116	
00040728	9	00040035	
00040890	8	00039759	00041158;00041283;00041542
00041158	9	00040890	
00041283	9	00040890	
00041542	9	00040890	00041700
00041700	10	00041542	
00041926	7	00038116	00042478;00127706;00127841;00127971
00042206	7	00038116	01174134
00042352	8	00743943	
00042478	8	00041926	
00042637	6	00030657	00078239;00078676;00078801;00084795;00087629;00089301;00091073;00320002
00043049	6	00030657	00121986;00157210;00157632;00157901;00159997
00043279	6	00030657	00186287;00186627;00187100;00187398
00043495	6	00030657	00053840;00053917;00054225;00054429;00054733;00058477;00059157;00059339;00062110;00306928
00043854	9	00037483	
00043933	6	00030657	00151752;00151907;00152134;00152229;00152317;00152734
00044347	6	00030657	00091213;00091430;00091599;00091833;00092490;00092713;01095590
00044640	9	00037483	00131910
00044888	6	00030657	00098064;00098168;00103747;00173531;00412061
00045193	6	00030657	00061991;01255647
00045411	6	00030657	00185953;00186156
00045638	6	00030657	
00045855	6	00030657	
00045991	6	00030657	00103960;00104111;00104654;00105229;00105359;00113132;00115251;00117196;00117507;00120388;00121624;00123350;00123481;00479658
00046387	9	00037483	
00046648	6	00030657	00090711;00094174;00094303;00097671;00097789
00046918	6	00030657	00059428;00059563
00047085	9	00037483	00191780;00439005
00047263	6	00030657	00125700;00126256;00126449;00136131;00138898;00139041;00139776;00141472;00141720;00141847;00144705;00145265;00145452;00145844;00151411;00151582
00047759	9	00037483	
00047847	8	00035910	00048097;00048291
00048097	9	00047847	
00048291	9	00047847	
00048486	8	00035910	
00048682	8	00035910	
00048792	8	00035910	
00048966	8	00035910	00049397;00049569
00049115	7	00038116	00049744;00051015;00052012;00052872;00052966;00053154;00053320;00142489
00049397	9	00048966	
00049569	9	00048966	
00049744	8	00049115	00050103;00050289;00050395;00050548;00050857;00052345;01250738
00050103	9	00049744	
00050289	9	00049744	
00050395	9	00049744	
00050548	9	00049744	
00050729	8	00191991	
00050857	9	00049744	
00051015	8	00049115	00051304;00051513;00051707
00051304	9	00051015	
00051513	9	00051015	
00051707	9	00051015	00051897
00051897	10	00051707	
00052012	8	00049115	00052205
00052205	9	00052012	
00052345	9	00049744	00052532;00052717
00052532	10	00052345	
00052717	10	00052345	
00052872	8	00049115	
00052966	8	00049115	
00053154	8	00049115	00058568;00058822
00053320	8	00049115	00305831;00305979;00306806
00053611	10	00305979	00306345
00053840	7	00043495	
00053917	7	00043495	00054345
00054225	7	00043495	
00054345	8	00053917	
00054429	7	00043495	00054626
00054626	8	00054429	
00054733	7	00043495	00055148;00055303;00055472;00055641;00056047;00056135;00057508;00057732;00058306
00055148	8	00054733	
00055303	8	00054733	
00055472	8	00054733	
00055641	8	00054733	00055858;01280431
00055858	9	00055641	
00056047	8	00054733	
00056135	8	00054733	00056453;00056613;00056752
00056453	9	00056135	
00056613	9	00056135	
00056752	9	00056135	
00056907	10	01125416	
00057131	10	01125416	00057371
00057371	11	00057131	
00057508	8	00054733	
00057732	8	00054733	00058126
00057982	7	01077970	
00058126	9	00057732	
00058306	8	00054733	
00058477	7	00043495	
00058568	9	00053154;00955074	
00058822	9	00053154	00059067
00059067	10	00058822	
00059157	7	00043495	
00059339	7	00043495	
00059428	7	00046918	
00059563	7	00046918	00059947;00060809;00061021;00061234;00061368;00061567;00061637
00059947	8	00059563	00060196;00060372;00060715
00060196	9	00059947	
00060372	9	00059947	00060548;00171665;00171871
00060548	10	00060372	
00060715	9	00059947	
00060809	8	00059563	
00061021	8	00059563	
00061234	8	00059563	
00061368	8	00059563	
00061567	8	00059563	
00061637	8	00059563	
00061834	8	00035910	
00061991	7	00045193	
00062110	7	00043495	00062273
00062273	8	00062110	
00062418	11	00211959	00062737;00062953;00063271
00062612	11	00211959	
00062737	12	00062418	
00062953	12	00062418	00063151
00063151	13	00062953	
00063271	12	00062418	00063491
00063491	13	00063271	
00063626	8	00035910	00063834;00064472;00066675;00237448
00063834	9	00063626	00064130;00064379
00064130	10	00063834	
00064379	10	00063834	
00064472	9	00063626	00064838;00065324;00065609;00066036;00066156;00066238;00066395;00068990;00161352;00187483;00191632
00064838	10	00064472	
00064971	11	00065324	
00065190	11	00065324	
00065324	10	00064472	00064971;00065190
00065609	10	00064472	
00065918	9	00199300	
00066036	10	00064472	
00066156	10	00064472	
00066238	10	00064472	
00066395	10	00064472	
00066675	9	00063626	00066895
00066895	10	00066675	
00067036	6	00030657	00067456;00071785;00740568
00067217	9	00075444	00069575;00069721;00069880
00067456	7	00067036	00067721;00067973;00068346;00069153;00072888;00130347;01207335;13321434
00067721	8	00067456	
00067973	8	00067456	
00068074	9	01236910	
00068217	9	01236910;00068346	
00068346	8	00067456	00068217;00068527
00068527	9	00068346	
00068810	7	01075919	
00068990	10	00064472	
00069153	8	00067456	00069437
00069437	9	00069153	
00069575	10	00067217	
00069721	10	00067217	00069993;00070424
00069880	10	00067217	
00069993	11	00069721	00070264;00070505;00070635;00070738;00071035;00071282;00071627
00070264	12	00069993	
00070424	11	00069721	
00070505	12	00069993	
00070635	12	00069993	
00070738	12	00069993	
00070897	13	00782543	
00071035	12	00069993	
00071183	6	00030657	
00071282	12	00069993	
00071461	6	00030657	
00071627	12	00069993	
00071785	7	00067036	00073081;00073293;00073511;00073628;00074533;00074648;00075144;00075344;00075444;00075610;00076438;01250622;01261891
00072366	14	00569850	
00072520	14	00569850	
00072684	9	00075610	
00072888	8	00067456	
00073081	8	00071785	
00073293	8	00071785	
00073511	8	00071785	
00073628	8	00071785	00073852;00073997;00074345
00073852	9	00073628	
00073997	9	00073628	
00074345	9	00073628	
00074533	8	00071785	
00074648	8	00071785	00074912
00074912	9	00074648	
00075144	8	00071785	
00075344	8	00071785	
00075444	8	00071785	00067217
00075610	8	00071785	00072684;00076103;00076291;00076610;00076732;00076892;00077016;00077143;00077213;00077383
00076103	9	00075610	
00076291	9	00075610	
00076438	8	00071785	
00076610	9	00075610	
00076732	9	00075610	
00076892	9	00075610	
00077016	9	00075610	
00077143	9	00075610	
00077213	9	00075610	
00077383	9	00075610	
00077704	10	07332119	00077989;00078069
00077989	11	00077704	
00078069	11	00077704	
00078239	7	00042637	00079037;00079213;00079356;00079641;00079838;00083345;00083574;00083690;00084405;00084549;00090171;00791195
00078676	7	00042637	
00078801	7	00042637	
00079037	8	00078239	
00079213	8	00078239	
00079356	8	00078239	
00079641	8	00078239	
00079838	8	00078239	00080032;00082392
00080032	9	00079838	
00080218	9	01092370	00080423;00080572;00080728;00080916;00081062
00080423	10	00080218	
00080572	10	00080218	
00080728	10	00080218	
00080916	10	00080218	
00081062	10	00080218	
00081294	10	13262498	
00081439	10	13262498	
00081563	10	13262498	
00081788	10	13262498	
00081994	10	13262498	
00082215	10	13262498	
00082392	9	00079838	00082656;00083043;00083167
00082656	10	00082392	00082901
00082901	11	00082656	
00083043	10	00082392	
00083167	10	00082392	
00083345	8	00078239	
00083574	8	00078239	
00083690	8	00078239	
00084080	6	00030657	00084268
00084268	7	00084080	
00084405	8	00078239	
00084549	8	00078239	
00084795	7	00042637	00085191;00085861;00086039;00088038
00085191	8	00084795	00085462;00085715;07046240
00085462	9	00085191	
00085715	9	00085191	
00085861	8	00084795	
00086039	8	00084795	00086498;00086649;00087117;00087474;00097942
00086252	8	00089301	
00086498	9	00086039	00086960
00086649	9	00086039	
00086960	10	00086498	
00087117	9	00086039	00087367
00087367	10	00087117	
00087474	9	00086039	
00087629	7	00042637	00087893
00087893	8	00087629	
00088038	8	00084795	
00088243	8	01085569	00088483;00088974;00089187
00088483	9	00088243	00088669
00088669	10	00088483	
00088974	9	00088243	
00089187	9	00088243	
00089301	7	00042637	00086252;00089545;00089847;00090054
00089545	8	00089301	
00089847	8	00089301	01309227
00090054	8	00089301	
00090171	8	00078239	00090477
00090477	9	00090171	
00090711	7	00046648	
00090896	9	01187304	
00091073	7	00042637	
00091213	7	00044347	
00091430	7	00044347	
00091599	7	00044347	
00091833	7	00044347	00092054;00092323
00092054	8	00091833	00092224
00092224	9	00092054	
00092323	8	00091833	
00092490	7	00044347	00092599
00092599	8	00092490	
00092713	7	00044347	
00092797	10	01115160	
00093032	10	01115160	
00093186	11	01119862	
00093483	10	01115160	
00093667	10	01115160	
00093826	10	01115160	00093947
00093947	11	00093826	
00094174	7	00046648	
00094303	7	00046648	00094694;00094821;00096791;00097031;00097163;00097333;00097540
00094694	8	00094303	
00094821	8	00094303	00095060;00095608;00095941
00095060	9	00094821	00095320
00095320	10	00095060	
00095608	9	00094821	00095774
00095774	10	00095608	
00095941	9	00094821	00096149
00096149	10	00095941	
00096322	8	00035910	00096693;00806998;01077491;01247140;01249960;01250194;01250354;01260381;01260931
00096693	9	00096322	
00096791	8	00094303	
00097031	8	00094303	
00097163	8	00094303	
00097333	8	00094303	
00097540	8	00094303	
00097671	7	00046648	
00097789	7	00046648	
00097942	9	00086039	
00098064	7	00044888	
00098168	7	00044888	
00098324	7	00038116	00098743;00098871;00099205;00549210
00098743	8	00098324	
00098871	8	00098324	
00099205	8	00098324	
00099445	9	01213306	00099642;00099759;00099881
00099642	10	00099445	
00099759	10	00099445	
00099881	10	00099445	
00100087	12	00551808	
00100259	12	00551808	
00100408	12	00551808	
00100619	12	00551808	
00100771	12	00551808	00553256;00553349
00101073	12	00551808;06167042	00102011;00103194;00546538
00101257	12	00551808	
00101363	12	00551808	00101709;00101823
00101709	13	00101363	
00101823	13	00101363	
00102011	13	00101073	00102230;00102528;00102629;00102982
00102230	14	00102011	00102390
00102390	15	00102230	
00102528	14	00102011	
00102629	14	00102011	00102859
00102859	15	00102629	
00102982	14	00102011	
00103194	13	00101073	
00103277	11	00952969	00103599
00103599	12	00103277	
00103747	7	00044888	
00103960	7	00045991	00104239
00104111	7	00045991	
00104239	8	00103960	00104410;00104557
00104410	9	00104239	
00104557	9	00104239	
00104654	7	00045991	00104908;00105069
00104908	8	00104654	
00105069	8	00104654	
00105229	7	00045991	
00105359	7	00045991	00105796;00105984;00106091;00106299;00106444;00106640;00106924;00107092;00107546;00107708;00107836;00107957;01248753
00105796	8	00105359	00477963;00478108;00478279
00105984	8	00105359	
00106091	8	00105359	
00106299	8	00105359	
00106444	8	00105359	
00106640	8	00105359	00121763
00106924	8	00105359	
00107092	8	00105359	00108099;00108220;00108371;00108504;00108695;00108901;00109001;00109247;00109365;00109485;00109638;00109785;00110047;00110234;00110591;00110712
00107546	8	00105359	
00107708	8	00105359	
00107836	8	00105359	
00107957	8	00105359	
00108099	9	00107092	
00108220	9	00107092	
00108371	9	00107092	
00108504	9	00107092	
00108695	9	00107092	
00108901	9	00107092	
00109001	9	00107092	00109901
00109247	9	00107092	
00109365	9	00107092	
00109485	9	00107092	
00109638	9	00107092	
00109785	9	00107092	
00109901	10	00109001	
00110047	9	00107092	
00110234	9	00107092	
00110591	9	00107092	
00110712	9	00107092	
00110877	9	00790293	00111235;00111374;00111654;00111784;00112178;00112323;00112480;00112659;00112782;00112892;00113005
00111235	10	00110877	
00111374	10	00110877	00111565
00111565	11	00111374	
00111654	10	00110877	
00111784	10	00110877	00112042
00112042	11	00111784	
00112178	10	00110877	
00112323	10	00110877	
00112480	10	00110877	
00112659	10	00110877	
00112782	10	00110877	
00112892	10	00110877	
00113005	10	00110877	
00113132	7	00045991	00113494;00113817;00113933;00114546;01213829
00113494	8	00113132	00113648
00113648	9	00113494	
00113817	8	00113132	
00113933	8	00113132	00114352;00357616
00114352	9	00113933	
00114546	8	00113132	00114774;00114915
00114774	9	00114546	
00114915	9	00114546	00115118
00115118	10	00114915	
00115251	7	00045991	00115691;00115856;00116320;00116487;00116623;00116828;00116942
00115691	8	00115251	
00115856	8	00115251	00116112
00116112	9	00115856	
00116320	8	00115251	
00116487	8	00115251	
00116623	8	00115251	
00116828	8	00115251	
00116942	8	00115251	
00117196	7	00045991	
00117507	7	00045991	00118398;00118630;00119265;00119372;00119553
00117809	9	00207776	
00117944	8	00865191	
00118087	8	00865191	
00118398	8	00865191;00117507	
00118630	8	00117507	
00118779	8	00865191	01267669
00119088	8	00865191	
00119265	8	00117507	
00119372	8	00117507	
00119553	8	00865191;00117507	00119899;00120030;00120117
00119899	9	00119553	
00120030	9	00119553	
00120117	9	00119553	00120222
00120222	10	00120117	
00120388	7	00045991	00120713;00120830;00121022;00121335;00121467;00513362
00120713	8	00120388	
00120830	8	00120388	
00121022	8	00120388	00513278;01260841
00121335	8	00120388	
00121467	8	00120388	
00121624	7	00045991	
00121763	9	00106640	
00121986	7	00043049	00122186
00122186	8	00121986	00122465;00123158;00908769
00122465	9	00122186	00122724
00122724	10	00122465	00122926
00122926	11	00122724	
00123158	9	00122186	
00123350	7	00045991	
00123481	7	00045991	00123774;00123963;00124054;00124603;00125076;00125356;00125586
00123774	8	00123481	00125162
00123963	8	00123481	
00124054	8	00123481	00124250
00124250	9	00124054	
00124472	8	01145325	
00124603	8	00123481	00124828;00124971
00124828	9	00124603	
00124971	9	00124603	
00125076	8	00123481	
00125162	9	00123774	
00125356	8	00123481	
00125437	9	01173452	
00125586	8	00123481	
00125700	7	00047263	00125946;00128686;00129144;00139261
00125946	8	00125700	00126135
00126135	9	00125946	
00126256	7	00047263	
00126449	7	00047263	00126920;00127056;00129297;00129458;00129909;00132305;00132611;00133039
00126920	8	00126449	
00127056	8	00126449	00127267
00127267	9	00127056	
00127404	8	00787849	
00127541	8	00141472	
00127706	8	00041926	
00127841	8	00041926	
00127971	8	00041926	
00128106	8	00035910	
00128351	8	00787849	
00128492	8	00787849	
00128686	8	00125700	
00128911	10	00772486	
00129144	8	00125700	
00129297	8	00126449	
00129458	8	00126449	00129687;00129796;00132428;00150917;00151048
00129687	9	00129458	
00129796	9	00129458	
00129909	8	00126449	00130137;00130255
00130137	9	00129909	
00130255	9	00129909	
00130347	8	00067456	00130913;00131167
00130563	10	00130913	
00130913	9	00130347	00130563;00131493;00131666
00131167	9	00130347	00131332
00131332	10	00131167	
00131493	10	00130913	
00131666	10	00130913	00131807
00131807	11	00131666	
00131910	10	00044640	00133175;00133421;00133576;00133802
00132167	14	00472688	
00132305	8	00126449	
00132428	9	00129458	
00132611	8	00126449	
00132697	12	00133421	
00132811	12	00133576	
00132925	12	00133802	
00133039	8	00126449	
00133175	11	00131910	00133317
00133317	12	00133175	
00133421	11	00131910	00132697
00133576	11	00131910	00132811
00133802	11	00131910	00132925
00133980	11	01175528	
00134054	11	01175528	
00134158	11	01175528	
00134387	11	01175528	
00134488	11	01175528	00135292
00134695	11	01175528	
00134801	11	01175528	
00134919	11	01175528	00135066
00135066	12	00134919	
00135211	11	01175528	
00135292	12	00134488	
00135394	11	01175528	
00135600	11	01175528	00136324;00136457;00136619;00136772;00136868;00136972
00135968	11	01175528	
00136131	7	00047263	
00136324	12	00135600	
00136457	12	00135600	
00136619	12	00135600	00137050
00136772	12	00135600	
00136868	12	00135600	
00136972	12	00135600	
00137050	13	00136619	
00137149	11	01175528	00137511;00137696;00137804;00138099;00138697
00137511	12	00137149	
00137696	12	00137149	
00137804	12	00137149	
00138099	12	00137149	00138354;00242374
00138354	13	00138099	00138529
00138529	14	00138354	
00138697	12	00137149	
00138898	7	00047263	
00139041	7	00047263	00139419;00139619
00139261	8	00125700	
00139419	8	00139041	00139554
00139554	9	00139419	
00139619	8	00139041	
00139776	7	00047263	00140364;00140578;00140739;00140932;00141084;00141213
00140364	8	00139776	
00140578	8	00139776	
00140739	8	00139776	
00140932	8	00139776	
00141084	8	00139776	
00141213	8	00139776	
00141472	7	00047263	00127541
00141720	7	00047263	
00141847	7	00047263	
00141996	10	00637093	
00142216	10	00637093	
00142489	8	00049115	
00142626	11	00880949	00142960
00142960	12	00142626	
00143181	10	00637093	
00143485	10	00637093	00652331;00652419;00652774;00652913;00653056
00143877	10	00637093	
00144071	10	00637093	
00144356	10	00637093	
00144446	10	00637093	
00144583	10	00637093	
00144705	10	00637093;00047263	00145002
00145002	11	00144705	
00145265	7	00047263	
00145452	7	00047263	00145598
00145598	8	00145452	
00145844	7	00047263	
